,CountryCode,RegionName,RegionCode,Date,H6_Facial Coverings,ConfirmedCases
10162,USA,Nebraska,NE,2020-08-20,2.0,31348.0
8838,USA,Mississippi,MS,2020-08-20,3.0,75449.0
15458,USA,Virginia,VA,2020-08-20,1.0,109879.0
5528,USA,Indiana,IN,2020-08-20,3.0,83277.0
6852,USA,Massachusetts,MA,2020-08-20,3.0,117662.0
17444,USA,Wyoming,WY,2020-08-20,2.0,3457.0
4204,USA,Hawaii,HI,2020-08-20,3.0,5844.0
3211,USA,Delaware,DE,2020-08-20,3.0,16718.0
15789,USA,Virgin Islands,VI,2020-08-20,0.0,869.0
1225,USA,Arkansas,AR,2020-08-20,3.0,54765.0
9831,USA,North Dakota,ND,2020-08-20,1.0,9242.0
12479,USA,Oklahoma,OK,2020-08-20,3.0,50669.0
8176,USA,Minnesota,MN,2020-08-20,2.0,67308.0
4866,USA,Idaho,ID,2020-08-20,2.0,29110.0
6190,USA,Kentucky,KY,2020-08-20,3.0,41626.0
9500,USA,North Carolina,NC,2020-08-20,4.0,155580.0
10824,USA,New Jersey,NJ,2020-08-20,3.0,188527.0
11486,USA,Nevada,NV,2020-08-20,3.0,63584.0
12810,USA,Oregon,OR,2020-08-20,3.0,24165.0
15127,USA,Utah,UT,2020-08-20,3.0,47982.0
563,USA,Alaska,AK,2020-08-20,3.0,5390.0
2218,USA,Colorado,CO,2020-08-20,2.0,54230.0
13472,USA,Rhode Island,RI,2020-08-20,3.0,20871.0
9169,USA,Montana,MT,2020-08-20,3.0,6072.0
7183,USA,Maryland,MD,2020-08-20,3.0,102229.0
5197,USA,Illinois,IL,2020-08-20,2.0,215052.0
11817,USA,New York,NY,2020-08-20,3.0,427803.0
17113,USA,West Virginia,WV,2020-08-20,2.0,8987.0
1556,USA,Arizona,AZ,2020-08-20,3.0,196280.0
16782,USA,Wisconsin,WI,2020-08-20,3.0,68233.0
16120,USA,Vermont,VT,2020-08-20,3.0,1537.0
10493,USA,New Hampshire,NH,2020-08-20,2.0,7050.0
13141,USA,Pennsylvania,PA,2020-08-20,4.0,131692.0
11155,USA,New Mexico,NM,2020-08-20,3.0,23951.0
14134,USA,South Dakota,SD,2020-08-20,2.0,10691.0
7845,USA,Michigan,MI,2020-08-20,3.0,104618.0
6521,USA,Louisiana,LA,2020-08-20,3.0,140821.0
4535,USA,Iowa,IA,2020-08-20,3.0,54533.0
16451,USA,Washington,WA,2020-08-20,3.0,69389.0
13803,USA,South Carolina,SC,2020-08-20,3.0,109320.0
14465,USA,Tennessee,TN,2020-08-20,3.0,139175.0
2880,USA,Washington DC,DC,2020-08-20,3.0,13409.0
1887,USA,California,CA,2020-08-20,3.0,652267.0
12148,USA,Ohio,OH,2020-08-20,3.0,112003.0
14796,USA,Texas,TX,2020-08-20,3.0,582320.0
894,USA,Alabama,AL,2020-08-20,3.0,112737.0
12480,USA,Oklahoma,OK,2020-08-21,3.0,51746.0
13804,USA,South Carolina,SC,2020-08-21,3.0,110378.0
13142,USA,Pennsylvania,PA,2020-08-21,4.0,132417.0
10163,USA,Nebraska,NE,2020-08-21,2.0,31626.0
11156,USA,New Mexico,NM,2020-08-21,3.0,24095.0
4867,USA,Idaho,ID,2020-08-21,2.0,29364.0
7846,USA,Michigan,MI,2020-08-21,3.0,104618.0
10825,USA,New Jersey,NJ,2020-08-21,3.0,188817.0
8177,USA,Minnesota,MN,2020-08-21,2.0,68133.0
3212,USA,Delaware,DE,2020-08-21,3.0,16770.0
16452,USA,Washington,WA,2020-08-21,3.0,69779.0
895,USA,Alabama,AL,2020-08-21,3.0,114212.0
5198,USA,Illinois,IL,2020-08-21,2.0,217345.0
1888,USA,California,CA,2020-08-21,3.0,658900.0
17445,USA,Wyoming,WY,2020-08-21,2.0,3524.0
8508,USA,Missouri,MO,2020-08-21,3.0,73623.0
16121,USA,Vermont,VT,2020-08-21,3.0,1541.0
17114,USA,West Virginia,WV,2020-08-21,2.0,9077.0
2550,USA,Connecticut,CT,2020-08-21,3.0,51519.0
2881,USA,Washington DC,DC,2020-08-21,3.0,13469.0
5529,USA,Indiana,IN,2020-08-21,3.0,84317.0
5860,USA,Kansas,KS,2020-08-21,3.0,36895.0
2219,USA,Colorado,CO,2020-08-21,2.0,54230.0
10494,USA,New Hampshire,NH,2020-08-21,2.0,7071.0
14466,USA,Tennessee,TN,2020-08-21,3.0,140844.0
6191,USA,Kentucky,KY,2020-08-21,3.0,42265.0
15459,USA,Virginia,VA,2020-08-21,1.0,110857.0
6522,USA,Louisiana,LA,2020-08-21,3.0,141720.0
4205,USA,Hawaii,HI,2020-08-21,3.0,6072.0
12149,USA,Ohio,OH,2020-08-21,3.0,113046.0
11487,USA,Nevada,NV,2020-08-21,3.0,64433.0
4536,USA,Iowa,IA,2020-08-21,3.0,55331.0
8839,USA,Mississippi,MS,2020-08-21,3.0,76323.0
1226,USA,Arkansas,AR,2020-08-21,3.0,55652.0
14797,USA,Texas,TX,2020-08-21,3.0,587993.0
16783,USA,Wisconsin,WI,2020-08-21,3.0,69059.0
15790,USA,Virgin Islands,VI,2020-08-21,0.0,932.0
9832,USA,North Dakota,ND,2020-08-21,1.0,9474.0
11818,USA,New York,NY,2020-08-21,3.0,428512.0
6853,USA,Massachusetts,MA,2020-08-21,3.0,117962.0
12811,USA,Oregon,OR,2020-08-21,3.0,24421.0
3874,USA,Georgia,GA,2020-08-21,2.0,249630.0
3543,USA,Florida,FL,2020-08-21,3.0,593286.0
7184,USA,Maryland,MD,2020-08-21,3.0,102899.0
13473,USA,Rhode Island,RI,2020-08-21,3.0,21022.0
9170,USA,Montana,MT,2020-08-21,3.0,6216.0
14135,USA,South Dakota,SD,2020-08-21,2.0,10884.0
564,USA,Alaska,AK,2020-08-21,3.0,5462.0
15128,USA,Utah,UT,2020-08-21,3.0,48445.0
7515,USA,Maine,ME,2020-08-21,2.0,4286.0
1557,USA,Arizona,AZ,2020-08-21,3.0,196899.0
9501,USA,North Carolina,NC,2020-08-21,4.0,157370.0
15129,USA,Utah,UT,2020-08-22,3.0,48814.0
4537,USA,Iowa,IA,2020-08-22,3.0,55996.0
1889,USA,California,CA,2020-08-22,3.0,664435.0
2551,USA,Connecticut,CT,2020-08-22,3.0,51519.0
6523,USA,Louisiana,LA,2020-08-22,3.0,141720.0
14798,USA,Texas,TX,2020-08-22,3.0,591714.0
16453,USA,Washington,WA,2020-08-22,3.0,70595.0
17115,USA,West Virginia,WV,2020-08-22,2.0,9185.0
7847,USA,Michigan,MI,2020-08-22,3.0,106044.0
3544,USA,Florida,FL,2020-08-22,3.0,597597.0
7185,USA,Maryland,MD,2020-08-22,3.0,103523.0
10495,USA,New Hampshire,NH,2020-08-22,2.0,7094.0
14136,USA,South Dakota,SD,2020-08-22,2.0,11135.0
11157,USA,New Mexico,NM,2020-08-22,3.0,24302.0
11819,USA,New York,NY,2020-08-22,3.0,429165.0
13143,USA,Pennsylvania,PA,2020-08-22,4.0,133160.0
2220,USA,Colorado,CO,2020-08-22,2.0,54883.0
16784,USA,Wisconsin,WI,2020-08-22,3.0,70009.0
13805,USA,South Carolina,SC,2020-08-22,3.0,111295.0
16122,USA,Vermont,VT,2020-08-22,3.0,1553.0
3875,USA,Georgia,GA,2020-08-22,2.0,252222.0
12150,USA,Ohio,OH,2020-08-22,3.0,114165.0
9171,USA,Montana,MT,2020-08-22,3.0,6376.0
2882,USA,Washington DC,DC,2020-08-22,3.0,13534.0
12812,USA,Oregon,OR,2020-08-22,3.0,24710.0
15460,USA,Virginia,VA,2020-08-22,1.0,112072.0
3213,USA,Delaware,DE,2020-08-22,3.0,16828.0
15791,USA,Virgin Islands,VI,2020-08-22,0.0,960.0
9502,USA,North Carolina,NC,2020-08-22,4.0,158889.0
4868,USA,Idaho,ID,2020-08-22,2.0,29659.0
9833,USA,North Dakota,ND,2020-08-22,1.0,9736.0
1227,USA,Arkansas,AR,2020-08-22,3.0,56199.0
896,USA,Alabama,AL,2020-08-22,3.0,114809.0
12481,USA,Oklahoma,OK,2020-08-22,3.0,52599.0
11488,USA,Nevada,NV,2020-08-22,3.0,65069.0
10164,USA,Nebraska,NE,2020-08-22,2.0,31780.0
5199,USA,Illinois,IL,2020-08-22,2.0,219701.0
13474,USA,Rhode Island,RI,2020-08-22,3.0,21022.0
17446,USA,Wyoming,WY,2020-08-22,2.0,3543.0
5861,USA,Kansas,KS,2020-08-22,3.0,37388.0
1558,USA,Arizona,AZ,2020-08-22,3.0,197895.0
14467,USA,Tennessee,TN,2020-08-22,3.0,142083.0
565,USA,Alaska,AK,2020-08-22,3.0,5552.0
6192,USA,Kentucky,KY,2020-08-22,3.0,43066.0
6854,USA,Massachusetts,MA,2020-08-22,3.0,118127.0
5530,USA,Indiana,IN,2020-08-22,3.0,85317.0
8509,USA,Missouri,MO,2020-08-22,3.0,74952.0
10826,USA,New Jersey,NJ,2020-08-22,3.0,189346.0
8840,USA,Mississippi,MS,2020-08-22,3.0,77268.0
4206,USA,Hawaii,HI,2020-08-22,3.0,6356.0
7516,USA,Maine,ME,2020-08-22,2.0,4318.0
8178,USA,Minnesota,MN,2020-08-22,2.0,68867.0
13475,USA,Rhode Island,RI,2020-08-23,3.0,21022.0
10827,USA,New Jersey,NJ,2020-08-23,3.0,189494.0
10496,USA,New Hampshire,NH,2020-08-23,2.0,7107.0
5200,USA,Illinois,IL,2020-08-23,2.0,221594.0
6855,USA,Massachusetts,MA,2020-08-23,3.0,118237.0
9172,USA,Montana,MT,2020-08-23,3.0,6429.0
2221,USA,Colorado,CO,2020-08-23,2.0,55143.0
13806,USA,South Carolina,SC,2020-08-23,3.0,111988.0
9503,USA,North Carolina,NC,2020-08-23,4.0,160106.0
3876,USA,Georgia,GA,2020-08-23,2.0,253949.0
12151,USA,Ohio,OH,2020-08-23,3.0,114802.0
17447,USA,Wyoming,WY,2020-08-23,2.0,3578.0
15130,USA,Utah,UT,2020-08-23,3.0,49115.0
1228,USA,Arkansas,AR,2020-08-23,3.0,56574.0
4207,USA,Hawaii,HI,2020-08-23,3.0,6600.0
5531,USA,Indiana,IN,2020-08-23,3.0,85932.0
2552,USA,Connecticut,CT,2020-08-23,3.0,51519.0
8179,USA,Minnesota,MN,2020-08-23,2.0,69584.0
1559,USA,Arizona,AZ,2020-08-23,3.0,198103.0
16785,USA,Wisconsin,WI,2020-08-23,3.0,70462.0
3545,USA,Florida,FL,2020-08-23,3.0,600571.0
1890,USA,California,CA,2020-08-23,3.0,669280.0
14799,USA,Texas,TX,2020-08-23,3.0,596474.0
4538,USA,Iowa,IA,2020-08-23,3.0,56446.0
3214,USA,Delaware,DE,2020-08-23,3.0,16895.0
15461,USA,Virginia,VA,2020-08-23,1.0,112960.0
2883,USA,Washington DC,DC,2020-08-23,3.0,13590.0
6524,USA,Louisiana,LA,2020-08-23,3.0,142943.0
8510,USA,Missouri,MO,2020-08-23,3.0,75783.0
14468,USA,Tennessee,TN,2020-08-23,3.0,143937.0
897,USA,Alabama,AL,2020-08-23,3.0,115485.0
8841,USA,Mississippi,MS,2020-08-23,3.0,77894.0
7517,USA,Maine,ME,2020-08-23,2.0,4336.0
11489,USA,Nevada,NV,2020-08-23,3.0,65601.0
10165,USA,Nebraska,NE,2020-08-23,2.0,31889.0
12813,USA,Oregon,OR,2020-08-23,3.0,24937.0
15792,USA,Virgin Islands,VI,2020-08-23,0.0,980.0
17116,USA,West Virginia,WV,2020-08-23,2.0,9273.0
16123,USA,Vermont,VT,2020-08-23,3.0,1557.0
7848,USA,Michigan,MI,2020-08-23,3.0,106808.0
7186,USA,Maryland,MD,2020-08-23,3.0,104102.0
11158,USA,New Mexico,NM,2020-08-23,3.0,24396.0
16454,USA,Washington,WA,2020-08-23,3.0,71012.0
13144,USA,Pennsylvania,PA,2020-08-23,4.0,133679.0
14137,USA,South Dakota,SD,2020-08-23,2.0,11276.0
6193,USA,Kentucky,KY,2020-08-23,3.0,43066.0
5862,USA,Kansas,KS,2020-08-23,3.0,37658.0
9834,USA,North Dakota,ND,2020-08-23,1.0,9876.0
12482,USA,Oklahoma,OK,2020-08-23,3.0,53165.0
4869,USA,Idaho,ID,2020-08-23,2.0,29845.0
566,USA,Alaska,AK,2020-08-23,3.0,5619.0
11820,USA,New York,NY,2020-08-23,3.0,429737.0
3215,USA,Delaware,DE,2020-08-24,3.0,16942.0
8511,USA,Missouri,MO,2020-08-24,3.0,76597.0
10828,USA,New Jersey,NJ,2020-08-24,3.0,189719.0
4870,USA,Idaho,ID,2020-08-24,2.0,30057.0
9504,USA,North Carolina,NC,2020-08-24,4.0,161601.0
9835,USA,North Dakota,ND,2020-08-24,1.0,10000.0
4208,USA,Hawaii,HI,2020-08-24,3.0,6769.0
10166,USA,Nebraska,NE,2020-08-24,2.0,32047.0
10497,USA,New Hampshire,NH,2020-08-24,2.0,7140.0
13145,USA,Pennsylvania,PA,2020-08-24,4.0,134204.0
14138,USA,South Dakota,SD,2020-08-24,2.0,11425.0
9173,USA,Montana,MT,2020-08-24,3.0,6489.0
15131,USA,Utah,UT,2020-08-24,3.0,49364.0
17448,USA,Wyoming,WY,2020-08-24,2.0,3603.0
16786,USA,Wisconsin,WI,2020-08-24,3.0,70854.0
13807,USA,South Carolina,SC,2020-08-24,3.0,112551.0
17117,USA,West Virginia,WV,2020-08-24,2.0,9315.0
2553,USA,Connecticut,CT,2020-08-24,3.0,52011.0
4539,USA,Iowa,IA,2020-08-24,3.0,56909.0
8842,USA,Mississippi,MS,2020-08-24,3.0,78405.0
12814,USA,Oregon,OR,2020-08-24,3.0,25155.0
3546,USA,Florida,FL,2020-08-24,3.0,602829.0
2884,USA,Washington DC,DC,2020-08-24,3.0,13639.0
15793,USA,Virgin Islands,VI,2020-08-24,0.0,984.0
5201,USA,Illinois,IL,2020-08-24,2.0,223206.0
8180,USA,Minnesota,MN,2020-08-24,2.0,70298.0
3877,USA,Georgia,GA,2020-08-24,2.0,256253.0
567,USA,Alaska,AK,2020-08-24,3.0,5691.0
12152,USA,Ohio,OH,2020-08-24,3.0,115651.0
14800,USA,Texas,TX,2020-08-24,3.0,600696.0
15462,USA,Virginia,VA,2020-08-24,1.0,113623.0
11490,USA,Nevada,NV,2020-08-24,3.0,66010.0
7518,USA,Maine,ME,2020-08-24,2.0,4357.0
5532,USA,Indiana,IN,2020-08-24,3.0,87592.0
1560,USA,Arizona,AZ,2020-08-24,3.0,198414.0
7187,USA,Maryland,MD,2020-08-24,3.0,104669.0
6194,USA,Kentucky,KY,2020-08-24,3.0,43898.0
2222,USA,Colorado,CO,2020-08-24,2.0,55341.0
11159,USA,New Mexico,NM,2020-08-24,3.0,24542.0
7849,USA,Michigan,MI,2020-08-24,3.0,107686.0
11821,USA,New York,NY,2020-08-24,3.0,430145.0
16124,USA,Vermont,VT,2020-08-24,3.0,1566.0
14469,USA,Tennessee,TN,2020-08-24,3.0,144604.0
1891,USA,California,CA,2020-08-24,3.0,675561.0
6525,USA,Louisiana,LA,2020-08-24,3.0,143566.0
1229,USA,Arkansas,AR,2020-08-24,3.0,56894.0
13476,USA,Rhode Island,RI,2020-08-24,3.0,21302.0
12483,USA,Oklahoma,OK,2020-08-24,3.0,53522.0
6856,USA,Massachusetts,MA,2020-08-24,3.0,118650.0
5863,USA,Kansas,KS,2020-08-24,3.0,38546.0
898,USA,Alabama,AL,2020-08-24,3.0,116045.0
16455,USA,Washington,WA,2020-08-24,3.0,71371.0
8843,USA,Mississippi,MS,2020-08-25,3.0,79206.0
16456,USA,Washington,WA,2020-08-25,3.0,71705.0
5864,USA,Kansas,KS,2020-08-25,3.0,38861.0
4540,USA,Iowa,IA,2020-08-25,3.0,57606.0
10167,USA,Nebraska,NE,2020-08-25,2.0,32348.0
14801,USA,Texas,TX,2020-08-25,3.0,606928.0
11160,USA,New Mexico,NM,2020-08-25,3.0,24606.0
12815,USA,Oregon,OR,2020-08-25,3.0,25391.0
6195,USA,Kentucky,KY,2020-08-25,3.0,44568.0
7850,USA,Michigan,MI,2020-08-25,3.0,108637.0
17449,USA,Wyoming,WY,2020-08-25,2.0,3632.0
15463,USA,Virginia,VA,2020-08-25,1.0,114626.0
3216,USA,Delaware,DE,2020-08-25,3.0,16962.0
7519,USA,Maine,ME,2020-08-25,2.0,4369.0
16125,USA,Vermont,VT,2020-08-25,3.0,1572.0
12484,USA,Oklahoma,OK,2020-08-25,3.0,54172.0
15794,USA,Virgin Islands,VI,2020-08-25,0.0,998.0
11491,USA,Nevada,NV,2020-08-25,3.0,66413.0
1892,USA,California,CA,2020-08-25,3.0,681032.0
899,USA,Alabama,AL,2020-08-25,3.0,118190.0
568,USA,Alaska,AK,2020-08-25,3.0,5727.0
9836,USA,North Dakota,ND,2020-08-25,1.0,10229.0
14470,USA,Tennessee,TN,2020-08-25,3.0,145417.0
2885,USA,Washington DC,DC,2020-08-25,3.0,13684.0
17118,USA,West Virginia,WV,2020-08-25,2.0,9399.0
4871,USA,Idaho,ID,2020-08-25,2.0,30465.0
10498,USA,New Hampshire,NH,2020-08-25,2.0,7156.0
6526,USA,Louisiana,LA,2020-08-25,3.0,144116.0
2554,USA,Connecticut,CT,2020-08-25,3.0,52040.0
9174,USA,Montana,MT,2020-08-25,3.0,6624.0
13146,USA,Pennsylvania,PA,2020-08-25,4.0,134760.0
12153,USA,Ohio,OH,2020-08-25,3.0,116495.0
5533,USA,Indiana,IN,2020-08-25,3.0,88421.0
4209,USA,Hawaii,HI,2020-08-25,3.0,6984.0
3547,USA,Florida,FL,2020-08-25,3.0,605502.0
3878,USA,Georgia,GA,2020-08-25,2.0,258354.0
6857,USA,Massachusetts,MA,2020-08-25,3.0,119054.0
1230,USA,Arkansas,AR,2020-08-25,3.0,57374.0
10829,USA,New Jersey,NJ,2020-08-25,3.0,190021.0
9505,USA,North Carolina,NC,2020-08-25,4.0,162995.0
13477,USA,Rhode Island,RI,2020-08-25,3.0,21372.0
5202,USA,Illinois,IL,2020-08-25,2.0,224887.0
8181,USA,Minnesota,MN,2020-08-25,2.0,70707.0
1561,USA,Arizona,AZ,2020-08-25,3.0,199273.0
15132,USA,Utah,UT,2020-08-25,3.0,49767.0
8512,USA,Missouri,MO,2020-08-25,3.0,77390.0
7188,USA,Maryland,MD,2020-08-25,3.0,105046.0
16787,USA,Wisconsin,WI,2020-08-25,3.0,71492.0
11822,USA,New York,NY,2020-08-25,3.0,430774.0
14139,USA,South Dakota,SD,2020-08-25,2.0,11505.0
13808,USA,South Carolina,SC,2020-08-25,3.0,113488.0
2223,USA,Colorado,CO,2020-08-25,2.0,55800.0
1231,USA,Arkansas,AR,2020-08-26,3.0,58023.0
9506,USA,North Carolina,NC,2020-08-26,4.0,165156.0
12485,USA,Oklahoma,OK,2020-08-26,3.0,54838.0
4541,USA,Iowa,IA,2020-08-26,3.0,58807.0
3217,USA,Delaware,DE,2020-08-26,3.0,16986.0
6527,USA,Louisiana,LA,2020-08-26,3.0,145661.0
13478,USA,Rhode Island,RI,2020-08-26,3.0,21454.0
8513,USA,Missouri,MO,2020-08-26,3.0,78743.0
16457,USA,Washington,WA,2020-08-26,3.0,72161.0
3879,USA,Georgia,GA,2020-08-26,2.0,260590.0
14802,USA,Texas,TX,2020-08-26,3.0,613278.0
17450,USA,Wyoming,WY,2020-08-26,2.0,3680.0
4872,USA,Idaho,ID,2020-08-26,2.0,30771.0
11823,USA,New York,NY,2020-08-26,3.0,431340.0
6858,USA,Massachusetts,MA,2020-08-26,3.0,119455.0
1562,USA,Arizona,AZ,2020-08-26,3.0,199459.0
8844,USA,Mississippi,MS,2020-08-26,3.0,80110.0
7189,USA,Maryland,MD,2020-08-26,3.0,105486.0
11492,USA,Nevada,NV,2020-08-26,3.0,66666.0
15795,USA,Virgin Islands,VI,2020-08-26,0.0,1030.0
3548,USA,Florida,FL,2020-08-26,3.0,608722.0
900,USA,Alabama,AL,2020-08-26,3.0,119904.0
6196,USA,Kentucky,KY,2020-08-26,3.0,45230.0
9837,USA,North Dakota,ND,2020-08-26,1.0,10467.0
15133,USA,Utah,UT,2020-08-26,3.0,50174.0
12154,USA,Ohio,OH,2020-08-26,3.0,117584.0
9175,USA,Montana,MT,2020-08-26,3.0,6785.0
4210,USA,Hawaii,HI,2020-08-26,3.0,7260.0
15464,USA,Virginia,VA,2020-08-26,1.0,115448.0
12816,USA,Oregon,OR,2020-08-26,3.0,25571.0
16788,USA,Wisconsin,WI,2020-08-26,3.0,72260.0
14140,USA,South Dakota,SD,2020-08-26,2.0,11571.0
7520,USA,Maine,ME,2020-08-26,2.0,4389.0
5203,USA,Illinois,IL,2020-08-26,2.0,227043.0
13147,USA,Pennsylvania,PA,2020-08-26,4.0,135279.0
11161,USA,New Mexico,NM,2020-08-26,3.0,24732.0
10168,USA,Nebraska,NE,2020-08-26,2.0,32727.0
569,USA,Alaska,AK,2020-08-26,3.0,5781.0
14471,USA,Tennessee,TN,2020-08-26,3.0,147353.0
2555,USA,Connecticut,CT,2020-08-26,3.0,52220.0
8182,USA,Minnesota,MN,2020-08-26,2.0,71236.0
2224,USA,Colorado,CO,2020-08-26,2.0,55993.0
10830,USA,New Jersey,NJ,2020-08-26,3.0,190306.0
5865,USA,Kansas,KS,2020-08-26,3.0,39880.0
2886,USA,Washington DC,DC,2020-08-26,3.0,13684.0
5534,USA,Indiana,IN,2020-08-26,3.0,89359.0
13809,USA,South Carolina,SC,2020-08-26,3.0,114093.0
1893,USA,California,CA,2020-08-26,3.0,687004.0
10499,USA,New Hampshire,NH,2020-08-26,2.0,7156.0
17119,USA,West Virginia,WV,2020-08-26,2.0,9544.0
7851,USA,Michigan,MI,2020-08-26,3.0,109480.0
16126,USA,Vermont,VT,2020-08-26,3.0,1577.0
2887,USA,Washington DC,DC,2020-08-27,3.0,13794.0
15796,USA,Virgin Islands,VI,2020-08-27,0.0,1052.0
6528,USA,Louisiana,LA,2020-08-27,3.0,146338.0
1894,USA,California,CA,2020-08-27,3.0,691821.0
3549,USA,Florida,FL,2020-08-27,3.0,611991.0
16127,USA,Vermont,VT,2020-08-27,3.0,1586.0
11493,USA,Nevada,NV,2020-08-27,3.0,67220.0
2556,USA,Connecticut,CT,2020-08-27,3.0,52350.0
901,USA,Alabama,AL,2020-08-27,3.0,121041.0
16789,USA,Wisconsin,WI,2020-08-27,3.0,73138.0
11162,USA,New Mexico,NM,2020-08-27,3.0,24920.0
6197,USA,Kentucky,KY,2020-08-27,3.0,45978.0
15465,USA,Virginia,VA,2020-08-27,1.0,116569.0
12817,USA,Oregon,OR,2020-08-27,3.0,25761.0
7190,USA,Maryland,MD,2020-08-27,3.0,106063.0
14803,USA,Texas,TX,2020-08-27,3.0,617230.0
570,USA,Alaska,AK,2020-08-27,3.0,5870.0
2225,USA,Colorado,CO,2020-08-27,2.0,56343.0
8845,USA,Mississippi,MS,2020-08-27,3.0,80695.0
14141,USA,South Dakota,SD,2020-08-27,2.0,12194.0
4542,USA,Iowa,IA,2020-08-27,3.0,61488.0
7852,USA,Michigan,MI,2020-08-27,3.0,110343.0
10500,USA,New Hampshire,NH,2020-08-27,2.0,7194.0
11824,USA,New York,NY,2020-08-27,3.0,432131.0
1563,USA,Arizona,AZ,2020-08-27,3.0,200139.0
5535,USA,Indiana,IN,2020-08-27,3.0,90504.0
13148,USA,Pennsylvania,PA,2020-08-27,4.0,135912.0
7521,USA,Maine,ME,2020-08-27,2.0,4414.0
3880,USA,Georgia,GA,2020-08-27,2.0,263074.0
8514,USA,Missouri,MO,2020-08-27,3.0,80214.0
10831,USA,New Jersey,NJ,2020-08-27,3.0,190613.0
13479,USA,Rhode Island,RI,2020-08-27,3.0,21589.0
9507,USA,North Carolina,NC,2020-08-27,4.0,167143.0
4873,USA,Idaho,ID,2020-08-27,2.0,31113.0
5866,USA,Kansas,KS,2020-08-27,3.0,40360.0
17451,USA,Wyoming,WY,2020-08-27,2.0,3733.0
16458,USA,Washington,WA,2020-08-27,3.0,72703.0
1232,USA,Arkansas,AR,2020-08-27,3.0,58745.0
13810,USA,South Carolina,SC,2020-08-27,3.0,114598.0
8183,USA,Minnesota,MN,2020-08-27,2.0,72390.0
3218,USA,Delaware,DE,2020-08-27,3.0,16976.0
12486,USA,Oklahoma,OK,2020-08-27,3.0,55550.0
6859,USA,Massachusetts,MA,2020-08-27,3.0,119832.0
10169,USA,Nebraska,NE,2020-08-27,2.0,33101.0
15134,USA,Utah,UT,2020-08-27,3.0,50557.0
17120,USA,West Virginia,WV,2020-08-27,2.0,9633.0
9838,USA,North Dakota,ND,2020-08-27,1.0,10800.0
9176,USA,Montana,MT,2020-08-27,3.0,6929.0
14472,USA,Tennessee,TN,2020-08-27,3.0,149179.0
5204,USA,Illinois,IL,2020-08-27,2.0,228750.0
12155,USA,Ohio,OH,2020-08-27,3.0,118828.0
4211,USA,Hawaii,HI,2020-08-27,3.0,7566.0
10832,USA,New Jersey,NJ,2020-08-28,3.0,190971.0
13480,USA,Rhode Island,RI,2020-08-28,3.0,21683.0
14142,USA,South Dakota,SD,2020-08-28,2.0,12517.0
902,USA,Alabama,AL,2020-08-28,3.0,122879.0
12156,USA,Ohio,OH,2020-08-28,3.0,120124.0
5536,USA,Indiana,IN,2020-08-28,3.0,91313.0
11825,USA,New York,NY,2020-08-28,3.0,432767.0
5205,USA,Illinois,IL,2020-08-28,2.0,231186.0
13149,USA,Pennsylvania,PA,2020-08-28,4.0,136781.0
15135,USA,Utah,UT,2020-08-28,3.0,50948.0
17121,USA,West Virginia,WV,2020-08-28,2.0,9826.0
3881,USA,Georgia,GA,2020-08-28,2.0,265372.0
6529,USA,Louisiana,LA,2020-08-28,3.0,146944.0
1233,USA,Arkansas,AR,2020-08-28,3.0,59583.0
2226,USA,Colorado,CO,2020-08-28,2.0,56773.0
7853,USA,Michigan,MI,2020-08-28,3.0,111136.0
8184,USA,Minnesota,MN,2020-08-28,2.0,73240.0
9177,USA,Montana,MT,2020-08-28,3.0,7063.0
4212,USA,Hawaii,HI,2020-08-28,3.0,7830.0
1564,USA,Arizona,AZ,2020-08-28,3.0,200658.0
16790,USA,Wisconsin,WI,2020-08-28,3.0,73981.0
2557,USA,Connecticut,CT,2020-08-28,3.0,52495.0
3550,USA,Florida,FL,2020-08-28,3.0,615806.0
6860,USA,Massachusetts,MA,2020-08-28,3.0,120208.0
9508,USA,North Carolina,NC,2020-08-28,4.0,168682.0
7191,USA,Maryland,MD,2020-08-28,3.0,106664.0
7522,USA,Maine,ME,2020-08-28,2.0,4436.0
16128,USA,Vermont,VT,2020-08-28,3.0,1589.0
14473,USA,Tennessee,TN,2020-08-28,3.0,150815.0
16459,USA,Washington,WA,2020-08-28,3.0,73301.0
6198,USA,Kentucky,KY,2020-08-28,3.0,46757.0
15466,USA,Virginia,VA,2020-08-28,1.0,117592.0
11163,USA,New Mexico,NM,2020-08-28,3.0,25042.0
8515,USA,Missouri,MO,2020-08-28,3.0,81672.0
14804,USA,Texas,TX,2020-08-28,3.0,622425.0
4874,USA,Idaho,ID,2020-08-28,2.0,31376.0
4543,USA,Iowa,IA,2020-08-28,3.0,62828.0
9839,USA,North Dakota,ND,2020-08-28,1.0,11110.0
3219,USA,Delaware,DE,2020-08-28,3.0,17083.0
13811,USA,South Carolina,SC,2020-08-28,3.0,115951.0
15797,USA,Virgin Islands,VI,2020-08-28,0.0,1075.0
2888,USA,Washington DC,DC,2020-08-28,3.0,13851.0
11494,USA,Nevada,NV,2020-08-28,3.0,67852.0
12818,USA,Oregon,OR,2020-08-28,3.0,26054.0
1895,USA,California,CA,2020-08-28,3.0,697385.0
10170,USA,Nebraska,NE,2020-08-28,2.0,33436.0
5867,USA,Kansas,KS,2020-08-28,3.0,41050.0
571,USA,Alaska,AK,2020-08-28,3.0,5989.0
