,CountryCode,RegionName,RegionCode,Date,H6_Facial Coverings,ConfirmedCases
331,USA,Alaska,AK,2020-01-01,0.0,
9599,USA,North Dakota,ND,2020-01-01,0.0,
5627,USA,Kansas,KS,2020-01-01,0.0,
16550,USA,Wisconsin,WI,2020-01-01,0.0,
662,USA,Alabama,AL,2020-01-01,0.0,
11585,USA,New York,NY,2020-01-01,0.0,
9930,USA,Nebraska,NE,2020-01-01,0.0,
12247,USA,Oklahoma,OK,2020-01-01,0.0,
4965,USA,Illinois,IL,2020-01-01,0.0,
17212,USA,Wyoming,WY,2020-01-01,0.0,
2317,USA,Connecticut,CT,2020-01-01,0.0,
4634,USA,Idaho,ID,2020-01-01,0.0,
13902,USA,South Dakota,SD,2020-01-01,0.0,
10261,USA,New Hampshire,NH,2020-01-01,0.0,
14895,USA,Utah,UT,2020-01-01,0.0,
14564,USA,Texas,TX,2020-01-01,0.0,
10592,USA,New Jersey,NJ,2020-01-01,0.0,
4303,USA,Iowa,IA,2020-01-01,0.0,
2648,USA,Washington DC,DC,2020-01-01,0.0,
11254,USA,Nevada,NV,2020-01-01,0.0,
14233,USA,Tennessee,TN,2020-01-01,0.0,
2979,USA,Delaware,DE,2020-01-01,0.0,
3310,USA,Florida,FL,2020-01-01,0.0,
3641,USA,Georgia,GA,2020-01-01,0.0,
12909,USA,Pennsylvania,PA,2020-01-01,0.0,
10923,USA,New Mexico,NM,2020-01-01,0.0,
11916,USA,Ohio,OH,2020-01-01,0.0,
12578,USA,Oregon,OR,2020-01-01,0.0,
15557,USA,Virgin Islands,VI,2020-01-01,0.0,
16881,USA,West Virginia,WV,2020-01-01,0.0,
3972,USA,Hawaii,HI,2020-01-01,0.0,
1324,USA,Arizona,AZ,2020-01-01,0.0,
15226,USA,Virginia,VA,2020-01-01,0.0,
5958,USA,Kentucky,KY,2020-01-01,0.0,
5296,USA,Indiana,IN,2020-01-01,0.0,
6620,USA,Massachusetts,MA,2020-01-01,0.0,
993,USA,Arkansas,AR,2020-01-01,0.0,
7282,USA,Maine,ME,2020-01-01,0.0,
8937,USA,Montana,MT,2020-01-01,0.0,
16219,USA,Washington,WA,2020-01-01,0.0,
1655,USA,California,CA,2020-01-01,0.0,
1986,USA,Colorado,CO,2020-01-01,0.0,
6951,USA,Maryland,MD,2020-01-01,0.0,
8275,USA,Missouri,MO,2020-01-01,0.0,
7613,USA,Michigan,MI,2020-01-01,0.0,
15888,USA,Vermont,VT,2020-01-01,0.0,
8606,USA,Mississippi,MS,2020-01-01,0.0,
6289,USA,Louisiana,LA,2020-01-01,0.0,
13571,USA,South Carolina,SC,2020-01-01,0.0,
7944,USA,Minnesota,MN,2020-01-01,0.0,
9268,USA,North Carolina,NC,2020-01-01,0.0,
13240,USA,Rhode Island,RI,2020-01-01,0.0,
7614,USA,Michigan,MI,2020-01-02,0.0,
16882,USA,West Virginia,WV,2020-01-02,0.0,
15558,USA,Virgin Islands,VI,2020-01-02,0.0,
13241,USA,Rhode Island,RI,2020-01-02,0.0,
3642,USA,Georgia,GA,2020-01-02,0.0,
12579,USA,Oregon,OR,2020-01-02,0.0,
7283,USA,Maine,ME,2020-01-02,0.0,
8276,USA,Missouri,MO,2020-01-02,0.0,
2980,USA,Delaware,DE,2020-01-02,0.0,
14234,USA,Tennessee,TN,2020-01-02,0.0,
15227,USA,Virginia,VA,2020-01-02,0.0,
7945,USA,Minnesota,MN,2020-01-02,0.0,
16220,USA,Washington,WA,2020-01-02,0.0,
10924,USA,New Mexico,NM,2020-01-02,0.0,
3311,USA,Florida,FL,2020-01-02,0.0,
11255,USA,Nevada,NV,2020-01-02,0.0,
12910,USA,Pennsylvania,PA,2020-01-02,0.0,
4304,USA,Iowa,IA,2020-01-02,0.0,
1325,USA,Arizona,AZ,2020-01-02,0.0,
13572,USA,South Carolina,SC,2020-01-02,0.0,
9600,USA,North Dakota,ND,2020-01-02,0.0,
5628,USA,Kansas,KS,2020-01-02,0.0,
9269,USA,North Carolina,NC,2020-01-02,0.0,
16551,USA,Wisconsin,WI,2020-01-02,0.0,
663,USA,Alabama,AL,2020-01-02,0.0,
5297,USA,Indiana,IN,2020-01-02,0.0,
15889,USA,Vermont,VT,2020-01-02,0.0,
9931,USA,Nebraska,NE,2020-01-02,0.0,
3973,USA,Hawaii,HI,2020-01-02,0.0,
4966,USA,Illinois,IL,2020-01-02,0.0,
6621,USA,Massachusetts,MA,2020-01-02,0.0,
4635,USA,Idaho,ID,2020-01-02,0.0,
8938,USA,Montana,MT,2020-01-02,0.0,
10262,USA,New Hampshire,NH,2020-01-02,0.0,
6952,USA,Maryland,MD,2020-01-02,0.0,
994,USA,Arkansas,AR,2020-01-02,0.0,
10593,USA,New Jersey,NJ,2020-01-02,0.0,
5959,USA,Kentucky,KY,2020-01-02,0.0,
8607,USA,Mississippi,MS,2020-01-02,0.0,
6290,USA,Louisiana,LA,2020-01-02,0.0,
11586,USA,New York,NY,2020-01-02,0.0,
13903,USA,South Dakota,SD,2020-01-02,0.0,
11917,USA,Ohio,OH,2020-01-02,0.0,
332,USA,Alaska,AK,2020-01-02,0.0,
14565,USA,Texas,TX,2020-01-02,0.0,
14896,USA,Utah,UT,2020-01-02,0.0,
2318,USA,Connecticut,CT,2020-01-02,0.0,
1987,USA,Colorado,CO,2020-01-02,0.0,
2649,USA,Washington DC,DC,2020-01-02,0.0,
12248,USA,Oklahoma,OK,2020-01-02,0.0,
1656,USA,California,CA,2020-01-02,0.0,
17213,USA,Wyoming,WY,2020-01-02,0.0,
1657,USA,California,CA,2020-01-03,0.0,
5629,USA,Kansas,KS,2020-01-03,0.0,
6953,USA,Maryland,MD,2020-01-03,0.0,
16883,USA,West Virginia,WV,2020-01-03,0.0,
3974,USA,Hawaii,HI,2020-01-03,0.0,
995,USA,Arkansas,AR,2020-01-03,0.0,
9601,USA,North Dakota,ND,2020-01-03,0.0,
2981,USA,Delaware,DE,2020-01-03,0.0,
17214,USA,Wyoming,WY,2020-01-03,0.0,
16552,USA,Wisconsin,WI,2020-01-03,0.0,
11918,USA,Ohio,OH,2020-01-03,0.0,
12911,USA,Pennsylvania,PA,2020-01-03,0.0,
5960,USA,Kentucky,KY,2020-01-03,0.0,
13573,USA,South Carolina,SC,2020-01-03,0.0,
8939,USA,Montana,MT,2020-01-03,0.0,
1326,USA,Arizona,AZ,2020-01-03,0.0,
15559,USA,Virgin Islands,VI,2020-01-03,0.0,
2319,USA,Connecticut,CT,2020-01-03,0.0,
9270,USA,North Carolina,NC,2020-01-03,0.0,
15890,USA,Vermont,VT,2020-01-03,0.0,
6622,USA,Massachusetts,MA,2020-01-03,0.0,
1988,USA,Colorado,CO,2020-01-03,0.0,
3643,USA,Georgia,GA,2020-01-03,0.0,
10925,USA,New Mexico,NM,2020-01-03,0.0,
6291,USA,Louisiana,LA,2020-01-03,0.0,
15228,USA,Virginia,VA,2020-01-03,0.0,
12580,USA,Oregon,OR,2020-01-03,0.0,
3312,USA,Florida,FL,2020-01-03,0.0,
8608,USA,Mississippi,MS,2020-01-03,0.0,
4636,USA,Idaho,ID,2020-01-03,0.0,
4305,USA,Iowa,IA,2020-01-03,0.0,
13904,USA,South Dakota,SD,2020-01-03,0.0,
7615,USA,Michigan,MI,2020-01-03,0.0,
7946,USA,Minnesota,MN,2020-01-03,0.0,
9932,USA,Nebraska,NE,2020-01-03,0.0,
12249,USA,Oklahoma,OK,2020-01-03,0.0,
333,USA,Alaska,AK,2020-01-03,0.0,
8277,USA,Missouri,MO,2020-01-03,0.0,
14566,USA,Texas,TX,2020-01-03,0.0,
10594,USA,New Jersey,NJ,2020-01-03,0.0,
2650,USA,Washington DC,DC,2020-01-03,0.0,
5298,USA,Indiana,IN,2020-01-03,0.0,
10263,USA,New Hampshire,NH,2020-01-03,0.0,
664,USA,Alabama,AL,2020-01-03,0.0,
16221,USA,Washington,WA,2020-01-03,0.0,
7284,USA,Maine,ME,2020-01-03,0.0,
14235,USA,Tennessee,TN,2020-01-03,0.0,
11587,USA,New York,NY,2020-01-03,0.0,
13242,USA,Rhode Island,RI,2020-01-03,0.0,
11256,USA,Nevada,NV,2020-01-03,0.0,
14897,USA,Utah,UT,2020-01-03,0.0,
4967,USA,Illinois,IL,2020-01-03,0.0,
10264,USA,New Hampshire,NH,2020-01-04,0.0,
12581,USA,Oregon,OR,2020-01-04,0.0,
15891,USA,Vermont,VT,2020-01-04,0.0,
3644,USA,Georgia,GA,2020-01-04,0.0,
4637,USA,Idaho,ID,2020-01-04,0.0,
14898,USA,Utah,UT,2020-01-04,0.0,
9271,USA,North Carolina,NC,2020-01-04,0.0,
13905,USA,South Dakota,SD,2020-01-04,0.0,
5961,USA,Kentucky,KY,2020-01-04,0.0,
4968,USA,Illinois,IL,2020-01-04,0.0,
1327,USA,Arizona,AZ,2020-01-04,0.0,
4306,USA,Iowa,IA,2020-01-04,0.0,
665,USA,Alabama,AL,2020-01-04,0.0,
17215,USA,Wyoming,WY,2020-01-04,0.0,
9602,USA,North Dakota,ND,2020-01-04,0.0,
3975,USA,Hawaii,HI,2020-01-04,0.0,
15560,USA,Virgin Islands,VI,2020-01-04,0.0,
10595,USA,New Jersey,NJ,2020-01-04,0.0,
16884,USA,West Virginia,WV,2020-01-04,0.0,
12250,USA,Oklahoma,OK,2020-01-04,0.0,
5630,USA,Kansas,KS,2020-01-04,0.0,
14567,USA,Texas,TX,2020-01-04,0.0,
13574,USA,South Carolina,SC,2020-01-04,0.0,
9933,USA,Nebraska,NE,2020-01-04,0.0,
12912,USA,Pennsylvania,PA,2020-01-04,0.0,
16553,USA,Wisconsin,WI,2020-01-04,0.0,
5299,USA,Indiana,IN,2020-01-04,0.0,
11919,USA,Ohio,OH,2020-01-04,0.0,
8609,USA,Mississippi,MS,2020-01-04,0.0,
996,USA,Arkansas,AR,2020-01-04,0.0,
16222,USA,Washington,WA,2020-01-04,0.0,
7285,USA,Maine,ME,2020-01-04,0.0,
11257,USA,Nevada,NV,2020-01-04,0.0,
6954,USA,Maryland,MD,2020-01-04,0.0,
1658,USA,California,CA,2020-01-04,0.0,
2320,USA,Connecticut,CT,2020-01-04,0.0,
3313,USA,Florida,FL,2020-01-04,0.0,
8278,USA,Missouri,MO,2020-01-04,0.0,
6292,USA,Louisiana,LA,2020-01-04,0.0,
14236,USA,Tennessee,TN,2020-01-04,0.0,
8940,USA,Montana,MT,2020-01-04,0.0,
7616,USA,Michigan,MI,2020-01-04,0.0,
2982,USA,Delaware,DE,2020-01-04,0.0,
334,USA,Alaska,AK,2020-01-04,0.0,
7947,USA,Minnesota,MN,2020-01-04,0.0,
1989,USA,Colorado,CO,2020-01-04,0.0,
10926,USA,New Mexico,NM,2020-01-04,0.0,
13243,USA,Rhode Island,RI,2020-01-04,0.0,
11588,USA,New York,NY,2020-01-04,0.0,
6623,USA,Massachusetts,MA,2020-01-04,0.0,
2651,USA,Washington DC,DC,2020-01-04,0.0,
15229,USA,Virginia,VA,2020-01-04,0.0,
14568,USA,Texas,TX,2020-01-05,0.0,
666,USA,Alabama,AL,2020-01-05,0.0,
16223,USA,Washington,WA,2020-01-05,0.0,
8610,USA,Mississippi,MS,2020-01-05,0.0,
1328,USA,Arizona,AZ,2020-01-05,0.0,
11589,USA,New York,NY,2020-01-05,0.0,
4307,USA,Iowa,IA,2020-01-05,0.0,
7286,USA,Maine,ME,2020-01-05,0.0,
16554,USA,Wisconsin,WI,2020-01-05,0.0,
14899,USA,Utah,UT,2020-01-05,0.0,
13244,USA,Rhode Island,RI,2020-01-05,0.0,
2652,USA,Washington DC,DC,2020-01-05,0.0,
11258,USA,Nevada,NV,2020-01-05,0.0,
10596,USA,New Jersey,NJ,2020-01-05,0.0,
8279,USA,Missouri,MO,2020-01-05,0.0,
10265,USA,New Hampshire,NH,2020-01-05,0.0,
12251,USA,Oklahoma,OK,2020-01-05,0.0,
14237,USA,Tennessee,TN,2020-01-05,0.0,
4638,USA,Idaho,ID,2020-01-05,0.0,
335,USA,Alaska,AK,2020-01-05,0.0,
9934,USA,Nebraska,NE,2020-01-05,0.0,
7617,USA,Michigan,MI,2020-01-05,0.0,
13906,USA,South Dakota,SD,2020-01-05,0.0,
7948,USA,Minnesota,MN,2020-01-05,0.0,
5300,USA,Indiana,IN,2020-01-05,0.0,
4969,USA,Illinois,IL,2020-01-05,0.0,
6293,USA,Louisiana,LA,2020-01-05,0.0,
3645,USA,Georgia,GA,2020-01-05,0.0,
3314,USA,Florida,FL,2020-01-05,0.0,
13575,USA,South Carolina,SC,2020-01-05,0.0,
9272,USA,North Carolina,NC,2020-01-05,0.0,
11920,USA,Ohio,OH,2020-01-05,0.0,
5962,USA,Kentucky,KY,2020-01-05,0.0,
6624,USA,Massachusetts,MA,2020-01-05,0.0,
5631,USA,Kansas,KS,2020-01-05,0.0,
2321,USA,Connecticut,CT,2020-01-05,0.0,
16885,USA,West Virginia,WV,2020-01-05,0.0,
15561,USA,Virgin Islands,VI,2020-01-05,0.0,
6955,USA,Maryland,MD,2020-01-05,0.0,
10927,USA,New Mexico,NM,2020-01-05,0.0,
8941,USA,Montana,MT,2020-01-05,0.0,
1659,USA,California,CA,2020-01-05,0.0,
15892,USA,Vermont,VT,2020-01-05,0.0,
997,USA,Arkansas,AR,2020-01-05,0.0,
3976,USA,Hawaii,HI,2020-01-05,0.0,
1990,USA,Colorado,CO,2020-01-05,0.0,
12582,USA,Oregon,OR,2020-01-05,0.0,
17216,USA,Wyoming,WY,2020-01-05,0.0,
12913,USA,Pennsylvania,PA,2020-01-05,0.0,
9603,USA,North Dakota,ND,2020-01-05,0.0,
2983,USA,Delaware,DE,2020-01-05,0.0,
15230,USA,Virginia,VA,2020-01-05,0.0,
7618,USA,Michigan,MI,2020-01-06,0.0,
8942,USA,Montana,MT,2020-01-06,0.0,
6294,USA,Louisiana,LA,2020-01-06,0.0,
6625,USA,Massachusetts,MA,2020-01-06,0.0,
4639,USA,Idaho,ID,2020-01-06,0.0,
1991,USA,Colorado,CO,2020-01-06,0.0,
15893,USA,Vermont,VT,2020-01-06,0.0,
7949,USA,Minnesota,MN,2020-01-06,0.0,
9604,USA,North Dakota,ND,2020-01-06,0.0,
4970,USA,Illinois,IL,2020-01-06,0.0,
9273,USA,North Carolina,NC,2020-01-06,0.0,
8611,USA,Mississippi,MS,2020-01-06,0.0,
16555,USA,Wisconsin,WI,2020-01-06,0.0,
667,USA,Alabama,AL,2020-01-06,0.0,
17217,USA,Wyoming,WY,2020-01-06,0.0,
998,USA,Arkansas,AR,2020-01-06,0.0,
6956,USA,Maryland,MD,2020-01-06,0.0,
12914,USA,Pennsylvania,PA,2020-01-06,0.0,
9935,USA,Nebraska,NE,2020-01-06,0.0,
5301,USA,Indiana,IN,2020-01-06,0.0,
8280,USA,Missouri,MO,2020-01-06,0.0,
5632,USA,Kansas,KS,2020-01-06,0.0,
12252,USA,Oklahoma,OK,2020-01-06,0.0,
5963,USA,Kentucky,KY,2020-01-06,0.0,
1660,USA,California,CA,2020-01-06,0.0,
13576,USA,South Carolina,SC,2020-01-06,0.0,
336,USA,Alaska,AK,2020-01-06,0.0,
7287,USA,Maine,ME,2020-01-06,0.0,
16224,USA,Washington,WA,2020-01-06,0.0,
13245,USA,Rhode Island,RI,2020-01-06,0.0,
2984,USA,Delaware,DE,2020-01-06,0.0,
3977,USA,Hawaii,HI,2020-01-06,0.0,
11259,USA,Nevada,NV,2020-01-06,0.0,
3315,USA,Florida,FL,2020-01-06,0.0,
2322,USA,Connecticut,CT,2020-01-06,0.0,
15231,USA,Virginia,VA,2020-01-06,0.0,
10928,USA,New Mexico,NM,2020-01-06,0.0,
14900,USA,Utah,UT,2020-01-06,0.0,
14238,USA,Tennessee,TN,2020-01-06,0.0,
16886,USA,West Virginia,WV,2020-01-06,0.0,
12583,USA,Oregon,OR,2020-01-06,0.0,
4308,USA,Iowa,IA,2020-01-06,0.0,
1329,USA,Arizona,AZ,2020-01-06,0.0,
10597,USA,New Jersey,NJ,2020-01-06,0.0,
2653,USA,Washington DC,DC,2020-01-06,0.0,
3646,USA,Georgia,GA,2020-01-06,0.0,
14569,USA,Texas,TX,2020-01-06,0.0,
13907,USA,South Dakota,SD,2020-01-06,0.0,
11921,USA,Ohio,OH,2020-01-06,0.0,
10266,USA,New Hampshire,NH,2020-01-06,0.0,
11590,USA,New York,NY,2020-01-06,0.0,
15562,USA,Virgin Islands,VI,2020-01-06,0.0,
8943,USA,Montana,MT,2020-01-07,0.0,
3316,USA,Florida,FL,2020-01-07,0.0,
13577,USA,South Carolina,SC,2020-01-07,0.0,
1330,USA,Arizona,AZ,2020-01-07,0.0,
999,USA,Arkansas,AR,2020-01-07,0.0,
15232,USA,Virginia,VA,2020-01-07,0.0,
16556,USA,Wisconsin,WI,2020-01-07,0.0,
2985,USA,Delaware,DE,2020-01-07,0.0,
6957,USA,Maryland,MD,2020-01-07,0.0,
11922,USA,Ohio,OH,2020-01-07,0.0,
17218,USA,Wyoming,WY,2020-01-07,0.0,
6626,USA,Massachusetts,MA,2020-01-07,0.0,
10929,USA,New Mexico,NM,2020-01-07,0.0,
12915,USA,Pennsylvania,PA,2020-01-07,0.0,
6295,USA,Louisiana,LA,2020-01-07,0.0,
16887,USA,West Virginia,WV,2020-01-07,0.0,
5633,USA,Kansas,KS,2020-01-07,0.0,
12584,USA,Oregon,OR,2020-01-07,0.0,
15894,USA,Vermont,VT,2020-01-07,0.0,
3647,USA,Georgia,GA,2020-01-07,0.0,
1992,USA,Colorado,CO,2020-01-07,0.0,
5964,USA,Kentucky,KY,2020-01-07,0.0,
9274,USA,North Carolina,NC,2020-01-07,0.0,
15563,USA,Virgin Islands,VI,2020-01-07,0.0,
3978,USA,Hawaii,HI,2020-01-07,0.0,
16225,USA,Washington,WA,2020-01-07,0.0,
10267,USA,New Hampshire,NH,2020-01-07,0.0,
668,USA,Alabama,AL,2020-01-07,0.0,
4309,USA,Iowa,IA,2020-01-07,0.0,
8281,USA,Missouri,MO,2020-01-07,0.0,
2323,USA,Connecticut,CT,2020-01-07,0.0,
4971,USA,Illinois,IL,2020-01-07,0.0,
337,USA,Alaska,AK,2020-01-07,0.0,
14239,USA,Tennessee,TN,2020-01-07,0.0,
7288,USA,Maine,ME,2020-01-07,0.0,
7619,USA,Michigan,MI,2020-01-07,0.0,
13246,USA,Rhode Island,RI,2020-01-07,0.0,
13908,USA,South Dakota,SD,2020-01-07,0.0,
7950,USA,Minnesota,MN,2020-01-07,0.0,
2654,USA,Washington DC,DC,2020-01-07,0.0,
11591,USA,New York,NY,2020-01-07,0.0,
4640,USA,Idaho,ID,2020-01-07,0.0,
9936,USA,Nebraska,NE,2020-01-07,0.0,
10598,USA,New Jersey,NJ,2020-01-07,0.0,
11260,USA,Nevada,NV,2020-01-07,0.0,
12253,USA,Oklahoma,OK,2020-01-07,0.0,
9605,USA,North Dakota,ND,2020-01-07,0.0,
1661,USA,California,CA,2020-01-07,0.0,
14570,USA,Texas,TX,2020-01-07,0.0,
14901,USA,Utah,UT,2020-01-07,0.0,
5302,USA,Indiana,IN,2020-01-07,0.0,
8612,USA,Mississippi,MS,2020-01-07,0.0,
13247,USA,Rhode Island,RI,2020-01-08,0.0,
14902,USA,Utah,UT,2020-01-08,0.0,
7951,USA,Minnesota,MN,2020-01-08,0.0,
15233,USA,Virginia,VA,2020-01-08,0.0,
3648,USA,Georgia,GA,2020-01-08,0.0,
2655,USA,Washington DC,DC,2020-01-08,0.0,
8613,USA,Mississippi,MS,2020-01-08,0.0,
16226,USA,Washington,WA,2020-01-08,0.0,
9275,USA,North Carolina,NC,2020-01-08,0.0,
11592,USA,New York,NY,2020-01-08,0.0,
15564,USA,Virgin Islands,VI,2020-01-08,0.0,
1993,USA,Colorado,CO,2020-01-08,0.0,
15895,USA,Vermont,VT,2020-01-08,0.0,
3317,USA,Florida,FL,2020-01-08,0.0,
7620,USA,Michigan,MI,2020-01-08,0.0,
2986,USA,Delaware,DE,2020-01-08,0.0,
8944,USA,Montana,MT,2020-01-08,0.0,
2324,USA,Connecticut,CT,2020-01-08,0.0,
7289,USA,Maine,ME,2020-01-08,0.0,
8282,USA,Missouri,MO,2020-01-08,0.0,
6627,USA,Massachusetts,MA,2020-01-08,0.0,
1000,USA,Arkansas,AR,2020-01-08,0.0,
10930,USA,New Mexico,NM,2020-01-08,0.0,
6958,USA,Maryland,MD,2020-01-08,0.0,
11261,USA,Nevada,NV,2020-01-08,0.0,
338,USA,Alaska,AK,2020-01-08,0.0,
6296,USA,Louisiana,LA,2020-01-08,0.0,
14240,USA,Tennessee,TN,2020-01-08,0.0,
14571,USA,Texas,TX,2020-01-08,0.0,
1662,USA,California,CA,2020-01-08,0.0,
13578,USA,South Carolina,SC,2020-01-08,0.0,
12585,USA,Oregon,OR,2020-01-08,0.0,
17219,USA,Wyoming,WY,2020-01-08,0.0,
16888,USA,West Virginia,WV,2020-01-08,0.0,
1331,USA,Arizona,AZ,2020-01-08,0.0,
10599,USA,New Jersey,NJ,2020-01-08,0.0,
13909,USA,South Dakota,SD,2020-01-08,0.0,
9937,USA,Nebraska,NE,2020-01-08,0.0,
16557,USA,Wisconsin,WI,2020-01-08,0.0,
4972,USA,Illinois,IL,2020-01-08,0.0,
3979,USA,Hawaii,HI,2020-01-08,0.0,
5303,USA,Indiana,IN,2020-01-08,0.0,
5965,USA,Kentucky,KY,2020-01-08,0.0,
5634,USA,Kansas,KS,2020-01-08,0.0,
12916,USA,Pennsylvania,PA,2020-01-08,0.0,
11923,USA,Ohio,OH,2020-01-08,0.0,
669,USA,Alabama,AL,2020-01-08,0.0,
9606,USA,North Dakota,ND,2020-01-08,0.0,
4641,USA,Idaho,ID,2020-01-08,0.0,
12254,USA,Oklahoma,OK,2020-01-08,0.0,
10268,USA,New Hampshire,NH,2020-01-08,0.0,
4310,USA,Iowa,IA,2020-01-08,0.0,
8283,USA,Missouri,MO,2020-01-09,0.0,
3980,USA,Hawaii,HI,2020-01-09,0.0,
11262,USA,Nevada,NV,2020-01-09,0.0,
3318,USA,Florida,FL,2020-01-09,0.0,
339,USA,Alaska,AK,2020-01-09,0.0,
4973,USA,Illinois,IL,2020-01-09,0.0,
8945,USA,Montana,MT,2020-01-09,0.0,
6959,USA,Maryland,MD,2020-01-09,0.0,
7290,USA,Maine,ME,2020-01-09,0.0,
8614,USA,Mississippi,MS,2020-01-09,0.0,
670,USA,Alabama,AL,2020-01-09,0.0,
9607,USA,North Dakota,ND,2020-01-09,0.0,
16227,USA,Washington,WA,2020-01-09,0.0,
5304,USA,Indiana,IN,2020-01-09,0.0,
1663,USA,California,CA,2020-01-09,0.0,
2987,USA,Delaware,DE,2020-01-09,0.0,
13579,USA,South Carolina,SC,2020-01-09,0.0,
2325,USA,Connecticut,CT,2020-01-09,0.0,
16558,USA,Wisconsin,WI,2020-01-09,0.0,
1001,USA,Arkansas,AR,2020-01-09,0.0,
6628,USA,Massachusetts,MA,2020-01-09,0.0,
1332,USA,Arizona,AZ,2020-01-09,0.0,
12255,USA,Oklahoma,OK,2020-01-09,0.0,
15234,USA,Virginia,VA,2020-01-09,0.0,
10600,USA,New Jersey,NJ,2020-01-09,0.0,
11593,USA,New York,NY,2020-01-09,0.0,
14903,USA,Utah,UT,2020-01-09,0.0,
1994,USA,Colorado,CO,2020-01-09,0.0,
3649,USA,Georgia,GA,2020-01-09,0.0,
9938,USA,Nebraska,NE,2020-01-09,0.0,
17220,USA,Wyoming,WY,2020-01-09,0.0,
13248,USA,Rhode Island,RI,2020-01-09,0.0,
4311,USA,Iowa,IA,2020-01-09,0.0,
12586,USA,Oregon,OR,2020-01-09,0.0,
5966,USA,Kentucky,KY,2020-01-09,0.0,
5635,USA,Kansas,KS,2020-01-09,0.0,
15896,USA,Vermont,VT,2020-01-09,0.0,
7952,USA,Minnesota,MN,2020-01-09,0.0,
9276,USA,North Carolina,NC,2020-01-09,0.0,
7621,USA,Michigan,MI,2020-01-09,0.0,
16889,USA,West Virginia,WV,2020-01-09,0.0,
10269,USA,New Hampshire,NH,2020-01-09,0.0,
10931,USA,New Mexico,NM,2020-01-09,0.0,
14572,USA,Texas,TX,2020-01-09,0.0,
13910,USA,South Dakota,SD,2020-01-09,0.0,
15565,USA,Virgin Islands,VI,2020-01-09,0.0,
12917,USA,Pennsylvania,PA,2020-01-09,0.0,
6297,USA,Louisiana,LA,2020-01-09,0.0,
2656,USA,Washington DC,DC,2020-01-09,0.0,
14241,USA,Tennessee,TN,2020-01-09,0.0,
11924,USA,Ohio,OH,2020-01-09,0.0,
4642,USA,Idaho,ID,2020-01-09,0.0,
4643,USA,Idaho,ID,2020-01-10,0.0,
9608,USA,North Dakota,ND,2020-01-10,0.0,
2657,USA,Washington DC,DC,2020-01-10,0.0,
10270,USA,New Hampshire,NH,2020-01-10,0.0,
1664,USA,California,CA,2020-01-10,0.0,
4312,USA,Iowa,IA,2020-01-10,0.0,
7953,USA,Minnesota,MN,2020-01-10,0.0,
2326,USA,Connecticut,CT,2020-01-10,0.0,
13249,USA,Rhode Island,RI,2020-01-10,0.0,
7622,USA,Michigan,MI,2020-01-10,0.0,
7291,USA,Maine,ME,2020-01-10,0.0,
340,USA,Alaska,AK,2020-01-10,0.0,
8284,USA,Missouri,MO,2020-01-10,0.0,
4974,USA,Illinois,IL,2020-01-10,0.0,
14242,USA,Tennessee,TN,2020-01-10,0.0,
13911,USA,South Dakota,SD,2020-01-10,0.0,
11263,USA,Nevada,NV,2020-01-10,0.0,
9939,USA,Nebraska,NE,2020-01-10,0.0,
11594,USA,New York,NY,2020-01-10,0.0,
13580,USA,South Carolina,SC,2020-01-10,0.0,
10932,USA,New Mexico,NM,2020-01-10,0.0,
8946,USA,Montana,MT,2020-01-10,0.0,
6629,USA,Massachusetts,MA,2020-01-10,0.0,
11925,USA,Ohio,OH,2020-01-10,0.0,
14904,USA,Utah,UT,2020-01-10,0.0,
6298,USA,Louisiana,LA,2020-01-10,0.0,
12918,USA,Pennsylvania,PA,2020-01-10,0.0,
14573,USA,Texas,TX,2020-01-10,0.0,
15897,USA,Vermont,VT,2020-01-10,0.0,
5636,USA,Kansas,KS,2020-01-10,0.0,
12587,USA,Oregon,OR,2020-01-10,0.0,
17221,USA,Wyoming,WY,2020-01-10,0.0,
16890,USA,West Virginia,WV,2020-01-10,0.0,
1995,USA,Colorado,CO,2020-01-10,0.0,
3650,USA,Georgia,GA,2020-01-10,0.0,
5967,USA,Kentucky,KY,2020-01-10,0.0,
9277,USA,North Carolina,NC,2020-01-10,0.0,
15566,USA,Virgin Islands,VI,2020-01-10,0.0,
3319,USA,Florida,FL,2020-01-10,0.0,
3981,USA,Hawaii,HI,2020-01-10,0.0,
15235,USA,Virginia,VA,2020-01-10,0.0,
8615,USA,Mississippi,MS,2020-01-10,0.0,
10601,USA,New Jersey,NJ,2020-01-10,0.0,
2988,USA,Delaware,DE,2020-01-10,0.0,
1333,USA,Arizona,AZ,2020-01-10,0.0,
12256,USA,Oklahoma,OK,2020-01-10,0.0,
16559,USA,Wisconsin,WI,2020-01-10,0.0,
6960,USA,Maryland,MD,2020-01-10,0.0,
1002,USA,Arkansas,AR,2020-01-10,0.0,
5305,USA,Indiana,IN,2020-01-10,0.0,
671,USA,Alabama,AL,2020-01-10,0.0,
16228,USA,Washington,WA,2020-01-10,0.0,
16891,USA,West Virginia,WV,2020-01-11,0.0,
16229,USA,Washington,WA,2020-01-11,0.0,
3651,USA,Georgia,GA,2020-01-11,0.0,
1334,USA,Arizona,AZ,2020-01-11,0.0,
2658,USA,Washington DC,DC,2020-01-11,0.0,
1996,USA,Colorado,CO,2020-01-11,0.0,
4644,USA,Idaho,ID,2020-01-11,0.0,
17222,USA,Wyoming,WY,2020-01-11,0.0,
